"","year","chamber","District","Prez_Dem","Prez_Repub","Gub_Dem","Gub_Repub","US_Sen_Dem","US_Sen_Repub","US_Sen2_Dem","US_Sen2_Repub"
"1135",1992,"HS",15,81797,77728,NA,NA,91480,88622,109254,78617
"1136",1992,"HS",16,96963,19891,NA,NA,96878,22646,102871,20481
"1137",1992,"HS",17,51425,40557,NA,NA,53474,52706,81207,47246
"1138",1992,"HS",18,81665,36087,NA,NA,82280,43851,94257,37842
"1139",1992,"HS",19,83008,41204,NA,NA,86956,46125,101055,40190
"1140",1992,"HS",20,66072,42203,NA,NA,72793,49271,85620,42518
"1141",1992,"HS",21,98492,48538,NA,NA,106974,53884,119748,51301
"1142",1992,"HS",22,82100,42008,NA,NA,87554,51254,99764,45664
"1143",1992,"HS",23,53478,20872,NA,NA,52567,25090,60415,20923
"1144",1992,"HS",24,80564,60502,NA,NA,58488,74023,104698,64571
"1145",1992,"HS",25,48658,53176,NA,NA,49491,86311,58145,59560
"1146",1992,"HS",26,37469,32004,NA,NA,35704,39528,42207,36180
"1147",1992,"HS",27,93865,43680,NA,NA,96630,56304,110151,49810
"1148",1992,"HS",28,52563,35865,NA,NA,52160,48828,65702,38680
"1149",1992,"HS",29,58538,69623,NA,NA,48279,92635,80029,80242
"1150",1992,"HS",30,52870,69920,NA,NA,30184,43191,35486,37387
"1151",1992,"HS",31,39718,27328,NA,NA,32941,36015,38310,31912
"1152",1992,"HS",32,28469,27160,NA,NA,37344,85945,46379,77383
"1153",1992,"HS",33,58010,60139,NA,NA,58852,80921,69203,72860
"1154",1992,"HS",34,44364,55975,NA,NA,38784,76004,47687,68689
"1155",1992,"HS",35,80167,55038,NA,NA,84668,72737,90587,68134
"1156",1992,"HS",36,45690,61104,NA,NA,45848,82098,53584,72541
"1157",1992,"HS",37,49668,50540,NA,NA,52248,69451,59731,63670
"1158",1992,"HS",38,83357,65522,NA,NA,63951,78658,74491,68137
"1159",1992,"HS",39,38079,17342,NA,NA,35951,25083,39520,20578
"1160",1992,"HS",40,70809,28256,NA,NA,69654,41202,75689,34516
"1161",1992,"HS",41,105203,53237,NA,NA,107450,73161,119107,62483
"1162",1992,"HS",42,128155,34677,NA,NA,127598,46750,135221,39402
"1163",1992,"HS",43,55981,42542,NA,NA,58259,54981,61708,47757
"1164",1992,"HS",44,71403,58553,NA,NA,71118,74346,79039,84330
"1165",1992,"HS",45,39655,13971,NA,NA,37955,17324,40445,14514
"1166",1992,"HS",46,21490,7578,NA,NA,20531,8622,21650,7486
"1167",1992,"HS",47,110135,18287,NA,NA,106040,25594,110557,21047
"1168",1992,"HS",48,61354,3890,NA,NA,56400,5533,56691,4422
"1169",1992,"HS",49,44857,26212,NA,NA,41154,31127,46994,24564
"1170",1992,"HS",50,23872,9099,NA,NA,21323,11684,23681,9781
"1171",1992,"HS",51,68475,18940,NA,NA,65904,26218,70037,22232
"1172",1992,"HS",52,57028,10259,NA,NA,63658,14064,55499,11550
"1173",1992,"HS",53,80520,62627,NA,NA,86566,82620,95438,72502
"1174",1992,"HS",54,69305,54738,NA,NA,71068,74073,79041,83043
"1175",1992,"HS",55,54239,18804,NA,NA,51025,24858,55033,19964
"1176",1992,"HS",56,54499,49977,NA,NA,53385,66213,60752,58237
"1177",1992,"HS",57,36731,25194,NA,NA,33378,33339,39644,27237
"1178",1992,"HS",58,53558,30877,NA,NA,48697,41506,56322,32838
"1179",1992,"HS",59,55741,63123,NA,NA,54070,82881,84354,70482
"1180",1992,"HS",60,49658,54269,NA,NA,46759,69528,56993,57417
"1181",1992,"HS",61,35056,36489,NA,NA,35328,46690,43071,40438
"1182",1992,"HS",62,48575,25710,NA,NA,42579,35019,49485,31380
"1183",1992,"HS",63,65016,81325,NA,NA,50825,77105,53074,69447
"1184",1992,"HS",64,49828,45242,NA,NA,47548,81585,54448,54065
"1185",1992,"HS",65,53799,53643,NA,NA,48989,73339,57992,64908
"1186",1992,"HS",66,49721,66161,NA,NA,46613,89338,58192,78687
"1187",1992,"HS",67,58522,78138,NA,NA,60240,100793,71819,87372
"1188",1992,"HS",68,40884,49092,NA,NA,39623,65438,47175,55574
"1189",1992,"HS",69,23512,21879,NA,NA,22315,28513,25718,24078
"1190",1992,"HS",70,50814,78238,NA,NA,66055,96853,76046,88396
"1191",1992,"HS",71,48450,84021,NA,NA,52302,105482,63589,93750
"1192",1992,"HS",72,46168,75382,NA,NA,46002,95843,55383,85141
"1193",1992,"HS",73,48865,65492,NA,NA,52329,84982,61712,74796
"1194",1992,"HS",74,53826,65068,NA,NA,59313,82396,87323,74643
"1195",1992,"HS",75,50227,70495,NA,NA,39058,90085,65691,82623
"1196",1992,"HS",76,69071,50633,NA,NA,75561,64079,82282,50070
"1197",1992,"HS",77,51645,51816,NA,NA,55673,65589,61201,60875
"1198",1992,"HS",78,72617,54789,NA,NA,80142,70050,87750,74762
"1199",1992,"HS",79,41345,19700,NA,NA,39091,24925,42483,22183
"1200",1992,"HS",80,50144,41369,NA,NA,11614,11389,12433,11070
"1201",1994,"SEN",1,NA,NA,90310,138744,107771,165784,NA,NA
"1202",1994,"SEN",2,NA,NA,127424,135703,143461,106493,NA,NA
"1203",1994,"SEN",3,NA,NA,178111,89102,208028,59030,NA,NA
"1204",1994,"SEN",4,NA,NA,82142,147845,92181,126459,NA,NA
"1205",1994,"SEN",5,NA,NA,87075,143374,100193,115897,NA,NA
"1206",1994,"SEN",6,NA,NA,102527,128038,116230,100824,NA,NA
"1207",1994,"SEN",7,NA,NA,1114569,160494,151257,111339,NA,NA
"1208",1994,"SEN",8,NA,NA,132987,95506,161700,56480,NA,NA
"1209",1994,"SEN",9,NA,NA,151887,47033,162891,28386,NA,NA
"1210",1994,"SEN",10,NA,NA,102751,100090,119588,72997,NA,NA
"1211",1994,"SEN",11,NA,NA,128628,145473,164469,99036,NA,NA
"1212",1994,"SEN",12,NA,NA,68423,135153,78374,112339,NA,NA
"1213",1994,"SEN",13,NA,NA,94602,75085,103429,56751,NA,NA
"1214",1994,"SEN",14,NA,NA,63294,174499,74423,149788,NA,NA
"1215",1994,"SEN",15,NA,NA,108691,113391,116072,90947,NA,NA
"1216",1994,"SEN",16,NA,NA,54873,79113,55114,67256,NA,NA
"1217",1994,"SEN",17,NA,NA,52163,139180,53665,128004,NA,NA
"1218",1994,"SEN",18,NA,NA,104803,159450,117444,125393,NA,NA
"1219",1994,"SEN",19,NA,NA,71985,141712,84154,112382,NA,NA
"1220",1994,"SEN",20,NA,NA,84828,68000,71874,51380,NA,NA
"1221",1994,"SEN",21,NA,NA,69788,100817,80020,79166,NA,NA
"1222",1994,"SEN",22,NA,NA,45797,25181,44057,20404,NA,NA
"1223",1994,"SEN",23,NA,NA,114858,102588,144787,65388,NA,NA
"1224",1994,"SEN",24,NA,NA,85898,53545,61090,46794,NA,NA
"1225",1994,"SEN",25,NA,NA,68712,38192,70870,27071,NA,NA
"1226",1994,"SEN",26,NA,NA,105503,38941,112947,23981,NA,NA
"1227",1994,"SEN",27,NA,NA,63543,110741,77576,89898,NA,NA
"1228",1994,"SEN",28,NA,NA,87409,107520,99970,82882,NA,NA
"1229",1994,"SEN",29,NA,NA,74425,138807,80087,116452,NA,NA
"1230",1994,"SEN",30,NA,NA,54592,45458,57561,31079,NA,NA
"1231",1994,"SEN",31,NA,NA,87043,146928,72134,126702,NA,NA
"1232",1994,"SEN",32,NA,NA,53112,79084,51656,53303,NA,NA
"1233",1994,"SEN",33,NA,NA,55891,190257,76647,164874,NA,NA
"1234",1994,"SEN",34,NA,NA,44281,83583,43230,73719,NA,NA
"1235",1994,"SEN",35,NA,NA,79853,188014,94104,157403,NA,NA
"1236",1994,"SEN",36,NA,NA,84428,151487,69049,131335,NA,NA
"1237",1994,"SEN",37,NA,NA,69833,180078,79974,135458,NA,NA
"1238",1994,"SEN",38,NA,NA,69509,177742,88085,143981,NA,NA
"1239",1994,"SEN",39,NA,NA,90333,139105,108149,110464,NA,NA
"1240",1994,"SEN",40,NA,NA,62291,94290,64151,80973,NA,NA
"1241",1994,"HS",1,NA,NA,67388,73859,73468,60704,NA,NA
"1242",1994,"HS",2,NA,NA,35325,92682,38664,83327,NA,NA
"1243",1994,"HS",3,NA,NA,43807,88985,47956,77832,NA,NA
"1244",1994,"HS",4,NA,NA,48703,109779,59815,87952,NA,NA
"1245",1994,"HS",5,NA,NA,45383,86883,55694,69365,NA,NA
"1246",1994,"HS",6,NA,NA,84198,71051,106217,44069,NA,NA
"1247",1994,"HS",7,NA,NA,80035,81844,69993,45789,NA,NA
"1248",1994,"HS",8,NA,NA,45817,55183,53517,43132,NA,NA
"1249",1994,"HS",9,NA,NA,57184,41155,50536,31459,NA,NA
"1250",1994,"HS",10,NA,NA,50187,88335,59774,69983,NA,NA
"1251",1994,"HS",11,NA,NA,57744,80117,68656,43379,NA,NA
"1252",1994,"HS",12,NA,NA,74493,40433,87388,22353,NA,NA
"1253",1994,"HS",13,NA,NA,93913,28051,101811,14961,NA,NA
"1254",1994,"HS",14,NA,NA,104362,27102,109534,16584,NA,NA
"1255",1994,"HS",15,NA,NA,58768,104114,85334,70625,NA,NA
"1256",1994,"HS",16,NA,NA,69481,28239,77603,16767,NA,NA
"1257",1994,"HS",17,NA,NA,36888,55038,40419,45914,NA,NA
"1258",1994,"HS",18,NA,NA,55195,48848,84147,34822,NA,NA
"1259",1994,"HS",19,NA,NA,58474,55073,74312,34127,NA,NA
"1260",1994,"HS",20,NA,NA,47558,51242,55441,38175,NA,NA
"1261",1994,"HS",21,NA,NA,71058,58355,92715,41599,NA,NA
"1262",1994,"HS",22,NA,NA,58038,52759,85969,38229,NA,NA
"1263",1994,"HS",23,NA,NA,38564,22326,37460,18522,NA,NA
"1264",1994,"HS",24,NA,NA,57570,77118,71754,57337,NA,NA
"1265",1994,"HS",25,NA,NA,39478,84328,46666,70067,NA,NA
"1266",1994,"HS",26,NA,NA,28945,50827,31708,42272,NA,NA
"1267",1994,"HS",27,NA,NA,88982,82975,75115,49425,NA,NA
"1268",1994,"HS",28,NA,NA,39709,50416,40957,41522,NA,NA
"1269",1994,"HS",29,NA,NA,35004,88822,43667,73611,NA,NA
"1270",1994,"HS",30,NA,NA,25741,44099,25784,38429,NA,NA
"1271",1994,"HS",31,NA,NA,29132,35014,29330,28827,NA,NA
"1272",1994,"HS",32,NA,NA,28290,85877,30756,76177,NA,NA
"1273",1994,"HS",33,NA,NA,44228,84071,48482,69794,NA,NA
"1274",1994,"HS",34,NA,NA,27955,73777,26747,68296,NA,NA
"1275",1994,"HS",35,NA,NA,80578,75379,68962,55599,NA,NA
"1276",1994,"HS",36,NA,NA,29353,75795,32414,69256,NA,NA
"1277",1994,"HS",37,NA,NA,37534,70179,42230,56175,NA,NA
"1278",1994,"HS",38,NA,NA,38626,80451,47265,63069,NA,NA
"1279",1994,"HS",39,NA,NA,25332,24333,25004,19868,NA,NA
"1280",1994,"HS",40,NA,NA,39498,43587,46870,31512,NA,NA
"1281",1994,"HS",41,NA,NA,68985,79714,86732,54037,NA,NA
"1282",1994,"HS",42,NA,NA,75004,51888,92283,30559,NA,NA
"1283",1994,"HS",43,NA,NA,36338,54800,41538,43605,NA,NA
"1284",1994,"HS",44,NA,NA,49091,74223,57108,57845,NA,NA
"1285",1994,"HS",45,NA,NA,30378,17218,29210,14012,NA,NA
"1286",1994,"HS",46,NA,NA,15421,7983,14847,6392,NA,NA
"1287",1994,"HS",47,NA,NA,69342,30177,78757,18747,NA,NA
"1288",1994,"HS",48,NA,NA,36161,8764,35190,5234,NA,NA
"1289",1994,"HS",49,NA,NA,36072,28803,33899,22727,NA,NA
"1290",1994,"HS",50,NA,NA,21714,10420,18589,9683,NA,NA
"1291",1994,"HS",51,NA,NA,40969,26428,42982,20221,NA,NA
"1292",1994,"HS",52,NA,NA,35761,16139,36465,11623,NA,NA
"1293",1994,"HS",53,NA,NA,52093,82596,54047,53022,NA,NA
"1294",1994,"HS",54,NA,NA,45131,74418,54820,57714,NA,NA
"1295",1994,"HS",55,NA,NA,35318,24924,35929,19850,NA,NA
"1296",1994,"HS",56,NA,NA,36875,61843,39059,52678,NA,NA
"1297",1994,"HS",57,NA,NA,29826,28842,27191,24067,NA,NA
"1298",1994,"HS",58,NA,NA,42878,35039,38972,31396,NA,NA
"1299",1994,"HS",59,NA,NA,38697,75580,43184,64202,NA,NA
"1300",1994,"HS",60,NA,NA,35728,80027,36903,52250,NA,NA
"1301",1994,"HS",61,NA,NA,24533,41015,23908,36252,NA,NA
"1302",1994,"HS",62,NA,NA,28279,31099,27748,27051,NA,NA
"1303",1994,"HS",63,NA,NA,35033,74381,37634,63708,NA,NA
"1304",1994,"HS",64,NA,NA,32239,59118,33081,51089,NA,NA
"1305",1994,"HS",65,NA,NA,32010,72584,34500,62996,NA,NA
"1306",1994,"HS",66,NA,NA,32187,92348,35968,80246,NA,NA
"1307",1994,"HS",67,NA,NA,38995,94322,44654,79929,NA,NA
"1308",1994,"HS",68,NA,NA,26580,58948,26902,51684,NA,NA
"1309",1994,"HS",69,NA,NA,17681,24538,16328,22035,NA,NA
"1310",1994,"HS",70,NA,NA,40658,93592,49450,77474,NA,NA
"1311",1994,"HS",71,NA,NA,34910,103270,41098,88940,NA,NA
"1312",1994,"HS",72,NA,NA,31981,86987,35549,75934,NA,NA
"1313",1994,"HS",73,NA,NA,33598,87288,40452,71990,NA,NA
"1314",1994,"HS",74,NA,NA,35911,90454,45633,71991,NA,NA
"1315",1994,"HS",75,NA,NA,33559,98789,40800,83371,NA,NA
"1316",1994,"HS",76,NA,NA,43048,55145,49628,53004,NA,NA
"1317",1994,"HS",77,NA,NA,33958,70075,37869,50001,NA,NA
"1318",1994,"HS",78,NA,NA,47285,72980,55523,57460,NA,NA
"1319",1994,"HS",79,NA,NA,28333,24214,25282,20972,NA,NA
"1320",1994,"HS",80,NA,NA,38074,81259,39174,52087,NA,NA
"1321",1996,"SEN",1,131953,180373,NA,NA,NA,NA,NA,NA
"1322",1996,"SEN",2,152295,100510,NA,NA,NA,NA,NA,NA
"1323",1996,"SEN",3,217843,70884,NA,NA,NA,NA,NA,NA
"1324",1996,"SEN",4,119291,123978,NA,NA,NA,NA,NA,NA
"1325",1996,"SEN",5,128086,121086,NA,NA,NA,NA,NA,NA
"1326",1996,"SEN",6,139545,107200,NA,NA,NA,NA,NA,NA
"1327",1996,"SEN",7,176853,135760,NA,NA,NA,NA,NA,NA
"1328",1996,"SEN",8,185484,65554,NA,NA,NA,NA,NA,NA
"1329",1996,"SEN",9,201318,34596,NA,NA,NA,NA,NA,NA
"1330",1996,"SEN",10,148512,74754,NA,NA,NA,NA,NA,NA
"1331",1996,"SEN",11,176705,111944,NA,NA,NA,NA,NA,NA
"1332",1996,"SEN",12,106423,117070,NA,NA,NA,NA,NA,NA
"1333",1996,"SEN",13,132709,58290,NA,NA,NA,NA,NA,NA
"1334",1996,"SEN",14,101950,153877,NA,NA,NA,NA,NA,NA
"1335",1996,"SEN",15,145407,89855,NA,NA,NA,NA,NA,NA
"1336",1996,"SEN",16,82017,63540,NA,NA,NA,NA,NA,NA
"1337",1996,"SEN",17,92211,132477,NA,NA,NA,NA,NA,NA
"1338",1996,"SEN",18,139882,135015,NA,NA,NA,NA,NA,NA
"1339",1996,"SEN",19,122094,116757,NA,NA,NA,NA,NA,NA
"1340",1996,"SEN",20,37966,32970,NA,NA,NA,NA,NA,NA
"1341",1996,"SEN",21,127431,100018,NA,NA,NA,NA,NA,NA
"1342",1996,"SEN",22,58254,12328,NA,NA,NA,NA,NA,NA
"1343",1996,"SEN",23,195725,86863,NA,NA,NA,NA,NA,NA
"1344",1996,"SEN",24,83095,31405,NA,NA,NA,NA,NA,NA
"1345",1996,"SEN",25,122386,22374,NA,NA,NA,NA,NA,NA
"1346",1996,"SEN",26,131808,12902,NA,NA,NA,NA,NA,NA
"1347",1996,"SEN",27,127098,99815,NA,NA,NA,NA,NA,NA
"1348",1996,"SEN",28,115003,64110,NA,NA,NA,NA,NA,NA
"1349",1996,"SEN",29,113302,111658,NA,NA,NA,NA,NA,NA
"1350",1996,"SEN",30,86356,28328,NA,NA,NA,NA,NA,NA
"1351",1996,"SEN",31,108358,119801,NA,NA,NA,NA,NA,NA
"1352",1996,"SEN",32,87914,55292,NA,NA,NA,NA,NA,NA
"1353",1996,"SEN",33,104778,171593,NA,NA,NA,NA,NA,NA
"1354",1996,"SEN",34,72751,84803,NA,NA,NA,NA,NA,NA
"1355",1996,"SEN",35,120078,181887,NA,NA,NA,NA,NA,NA
"1356",1996,"SEN",36,104177,126398,NA,NA,NA,NA,NA,NA
"1357",1996,"SEN",37,108725,136159,NA,NA,NA,NA,NA,NA
"1358",1996,"SEN",38,110567,152730,NA,NA,NA,NA,NA,NA
"1359",1996,"SEN",39,140043,115422,NA,NA,NA,NA,NA,NA
"1360",1996,"SEN",40,103090,75288,NA,NA,NA,NA,NA,NA
"1361",1996,"HS",1,81758,55108,NA,NA,NA,NA,NA,NA
"1362",1996,"HS",2,52218,80552,NA,NA,NA,NA,NA,NA
"1363",1996,"HS",3,59663,80511,NA,NA,NA,NA,NA,NA
"1364",1996,"HS",4,72290,99862,NA,NA,NA,NA,NA,NA
"1365",1996,"HS",5,66910,75280,NA,NA,NA,NA,NA,NA
"1366",1996,"HS",6,102937,50939,NA,NA,NA,NA,NA,NA
"1367",1996,"HS",7,84942,47771,NA,NA,NA,NA,NA,NA
"1368",1996,"HS",8,75295,50905,NA,NA,NA,NA,NA,NA
"1369",1996,"HS",9,72635,30920,NA,NA,NA,NA,NA,NA
"1370",1996,"HS",10,74002,75935,NA,NA,NA,NA,NA,NA
"1371",1996,"HS",11,85726,46033,NA,NA,NA,NA,NA,NA
"1372",1996,"HS",12,99602,25866,NA,NA,NA,NA,NA,NA
"1373",1996,"HS",13,114908,19945,NA,NA,NA,NA,NA,NA
"1374",1996,"HS",14,114455,17012,NA,NA,NA,NA,NA,NA
"1375",1996,"HS",15,91127,89725,NA,NA,NA,NA,NA,NA
"1376",1996,"HS",16,96583,17584,NA,NA,NA,NA,NA,NA
"1377",1996,"HS",17,54084,45151,NA,NA,NA,NA,NA,NA
"1378",1996,"HS",18,77585,34465,NA,NA,NA,NA,NA,NA
"1379",1996,"HS",19,85882,38688,NA,NA,NA,NA,NA,NA
"1380",1996,"HS",20,70525,40289,NA,NA,NA,NA,NA,NA
"1381",1996,"HS",21,94071,50777,NA,NA,NA,NA,NA,NA
"1382",1996,"HS",22,78956,39998,NA,NA,NA,NA,NA,NA
"1383",1996,"HS",23,53753,18292,NA,NA,NA,NA,NA,NA
"1384",1996,"HS",24,82634,61167,NA,NA,NA,NA,NA,NA
"1385",1996,"HS",25,58975,74086,NA,NA,NA,NA,NA,NA
"1386",1996,"HS",26,47448,42984,NA,NA,NA,NA,NA,NA
"1387",1996,"HS",27,85388,49581,NA,NA,NA,NA,NA,NA
"1388",1996,"HS",28,81019,40274,NA,NA,NA,NA,NA,NA
"1389",1996,"HS",29,55825,78763,NA,NA,NA,NA,NA,NA
"1390",1996,"HS",30,40752,35723,NA,NA,NA,NA,NA,NA
"1391",1996,"HS",31,41265,27817,NA,NA,NA,NA,NA,NA
"1392",1996,"HS",32,46125,75114,NA,NA,NA,NA,NA,NA
"1393",1996,"HS",33,59960,73354,NA,NA,NA,NA,NA,NA
"1394",1996,"HS",34,43248,64732,NA,NA,NA,NA,NA,NA
"1395",1996,"HS",35,79922,62686,NA,NA,NA,NA,NA,NA
"1396",1996,"HS",36,48983,67745,NA,NA,NA,NA,NA,NA
"1397",1996,"HS",37,58721,58485,NA,NA,NA,NA,NA,NA
"1398",1996,"HS",38,63373,60272,NA,NA,NA,NA,NA,NA
"1399",1996,"HS",39,42220,14636,NA,NA,NA,NA,NA,NA
"1400",1996,"HS",40,50555,26377,NA,NA,NA,NA,NA,NA
"1401",1996,"HS",41,93505,54408,NA,NA,NA,NA,NA,NA
"1402",1996,"HS",42,102120,32457,NA,NA,NA,NA,NA,NA
"1403",1996,"HS",43,56155,41935,NA,NA,NA,NA,NA,NA
"1404",1996,"HS",44,71276,58082,NA,NA,NA,NA,NA,NA
"1405",1996,"HS",45,42854,11017,NA,NA,NA,NA,NA,NA
"1406",1996,"HS",46,25347,5072,NA,NA,NA,NA,NA,NA
"1407",1996,"HS",47,96667,14804,NA,NA,NA,NA,NA,NA
"1408",1996,"HS",48,53586,2109,NA,NA,NA,NA,NA,NA
"1409",1996,"HS",49,52175,19134,NA,NA,NA,NA,NA,NA
"1410",1996,"HS",50,36233,6213,NA,NA,NA,NA,NA,NA
"1411",1996,"HS",51,85792,15184,NA,NA,NA,NA,NA,NA
"1412",1996,"HS",52,56574,7190,NA,NA,NA,NA,NA,NA
"1413",1996,"HS",53,78036,83911,NA,NA,NA,NA,NA,NA
"1414",1996,"HS",54,68037,55789,NA,NA,NA,NA,NA,NA
"1415",1996,"HS",55,54599,14302,NA,NA,NA,NA,NA,NA
"1416",1996,"HS",56,58061,44046,NA,NA,NA,NA,NA,NA
"1417",1996,"HS",57,44720,19737,NA,NA,NA,NA,NA,NA
"1418",1996,"HS",58,60971,25115,NA,NA,NA,NA,NA,NA
"1419",1996,"HS",59,58727,81944,NA,NA,NA,NA,NA,NA
"1420",1996,"HS",60,54575,49714,NA,NA,NA,NA,NA,NA
"1421",1996,"HS",61,42391,33865,NA,NA,NA,NA,NA,NA
"1422",1996,"HS",62,46353,21838,NA,NA,NA,NA,NA,NA
"1423",1996,"HS",63,55819,83991,NA,NA,NA,NA,NA,NA
"1424",1996,"HS",64,48603,45456,NA,NA,NA,NA,NA,NA
"1425",1996,"HS",65,52539,55810,NA,NA,NA,NA,NA,NA
"1426",1996,"HS",66,55574,80932,NA,NA,NA,NA,NA,NA
"1427",1996,"HS",67,59739,78895,NA,NA,NA,NA,NA,NA
"1428",1996,"HS",68,43710,78191,NA,NA,NA,NA,NA,NA
"1429",1996,"HS",69,29041,18512,NA,NA,NA,NA,NA,NA
"1430",1996,"HS",70,60319,82992,NA,NA,NA,NA,NA,NA
"1431",1996,"HS",71,55267,94811,NA,NA,NA,NA,NA,NA
"1432",1996,"HS",72,49511,78782,NA,NA,NA,NA,NA,NA
"1433",1996,"HS",73,52540,75619,NA,NA,NA,NA,NA,NA
"1434",1996,"HS",74,58127,77111,NA,NA,NA,NA,NA,NA
"1435",1996,"HS",75,56794,87064,NA,NA,NA,NA,NA,NA
"1436",1996,"HS",76,69146,54494,NA,NA,NA,NA,NA,NA
"1437",1996,"HS",77,56029,57486,NA,NA,NA,NA,NA,NA
"1438",1996,"HS",78,70897,61828,NA,NA,NA,NA,NA,NA
"1439",1996,"HS",79,47061,17802,NA,NA,NA,NA,NA,NA
"1440",1996,"HS",80,51934,49105,NA,NA,NA,NA,NA,NA
"1441",1998,"SEN",1,NA,NA,142733,163889,123495,143503,NA,NA
"1442",1998,"SEN",2,NA,NA,171554,90133,159760,103766,NA,NA
"1443",1998,"SEN",3,NA,NA,210862,58058,201200,70820,NA,NA
"1444",1998,"SEN",4,NA,NA,131137,112864,110401,157500,NA,NA
"1445",1998,"SEN",5,NA,NA,128280,104460,113956,114812,NA,NA
"1446",1998,"SEN",6,NA,NA,140204,92105,123291,105514,NA,NA
"1447",1998,"SEN",7,NA,NA,172701,113051,154691,127477,NA,NA
"1448",1998,"SEN",8,NA,NA,171139,53266,153812,70275,NA,NA
"1449",1998,"SEN",9,NA,NA,189535,28119,183535,37490,NA,NA
"1450",1998,"SEN",10,NA,NA,133312,60349,120436,72170,NA,NA
"1451",1998,"SEN",11,NA,NA,167122,90133,150733,105733,NA,NA
"1452",1998,"SEN",12,NA,NA,102884,104418,94126,108056,NA,NA
"1453",1998,"SEN",13,NA,NA,116121,44552,106410,54678,NA,NA
"1454",1998,"SEN",14,NA,NA,88396,125387,78913,130679,NA,NA
"1455",1998,"SEN",15,NA,NA,140680,76315,126418,87113,NA,NA
"1456",1998,"SEN",16,NA,NA,73675,54053,66252,57408,NA,NA
"1457",1998,"SEN",17,NA,NA,91755,105350,77763,115445,NA,NA
"1458",1998,"SEN",18,NA,NA,137593,114587,124354,124869,NA,NA
"1459",1998,"SEN",19,NA,NA,118883,98364,105128,109400,NA,NA
"1460",1998,"SEN",20,NA,NA,91613,34185,86887,38303,NA,NA
"1461",1998,"SEN",21,NA,NA,120480,81274,108518,92124,NA,NA
"1462",1998,"SEN",22,NA,NA,63103,13240,59676,16896,NA,NA
"1463",1998,"SEN",23,NA,NA,178633,69263,169109,80282,NA,NA
"1464",1998,"SEN",24,NA,NA,88474,31970,77636,42276,NA,NA
"1465",1998,"SEN",25,NA,NA,105375,18598,100642,22626,NA,NA
"1466",1998,"SEN",26,NA,NA,130197,14377,126120,18553,NA,NA
"1467",1998,"SEN",27,NA,NA,115202,85827,105189,93685,NA,NA
"1468",1998,"SEN",28,NA,NA,119092,63945,108775,81994,NA,NA
"1469",1998,"SEN",29,NA,NA,107063,93238,93877,103992,NA,NA
"1470",1998,"SEN",30,NA,NA,84721,25348,79201,29664,NA,NA
"1471",1998,"SEN",31,NA,NA,108027,97921,94476,104848,NA,NA
"1472",1998,"SEN",32,NA,NA,81455,44647,74344,48218,NA,NA
"1473",1998,"SEN",33,NA,NA,104021,143916,88274,155730,NA,NA
"1474",1998,"SEN",34,NA,NA,69579,53328,60997,59362,NA,NA
"1475",1998,"SEN",35,NA,NA,114745,132900,100633,143889,NA,NA
"1476",1998,"SEN",36,NA,NA,107778,111127,94673,115715,NA,NA
"1477",1998,"SEN",37,NA,NA,110993,117566,97728,125832,NA,NA
"1478",1998,"SEN",38,NA,NA,104453,128723,97814,133504,NA,NA
"1479",1998,"SEN",39,NA,NA,129745,97721,122550,105402,NA,NA
"1480",1998,"SEN",40,NA,NA,91713,61906,85061,67635,NA,NA
"1481",1998,"HS",1,NA,NA,84222,48756,80401,56216,NA,NA
"1482",1998,"HS",2,NA,NA,57755,68682,45589,75149,NA,NA
"1483",1998,"HS",3,NA,NA,62672,69095,53869,74713,NA,NA
"1484",1998,"HS",4,NA,NA,80061,94794,69626,100912,NA,NA
"1485",1998,"HS",5,NA,NA,68432,66237,59447,72858,NA,NA
"1486",1998,"HS",6,NA,NA,106157,42965,99316,50331,NA,NA
"1487",1998,"HS",7,NA,NA,87332,41377,79359,47550,NA,NA
"1488",1998,"HS",8,NA,NA,73382,44182,64812,50229,NA,NA
"1489",1998,"HS",9,NA,NA,71772,25868,63844,32656,NA,NA
"1490",1998,"HS",10,NA,NA,76993,65805,66507,73682,NA,NA
"1491",1998,"HS",11,NA,NA,80420,39030,73537,44039,NA,NA
"1492",1998,"HS",12,NA,NA,92077,22441,81867,33423,NA,NA
"1493",1998,"HS",13,NA,NA,104705,15093,101884,20489,NA,NA
"1494",1998,"HS",14,NA,NA,109274,13593,107563,17966,NA,NA
"1495",1998,"HS",15,NA,NA,92281,74021,81154,83438,NA,NA
"1496",1998,"HS",16,NA,NA,80261,14526,75972,19524,NA,NA
"1497",1998,"HS",17,NA,NA,51287,38655,47449,41130,NA,NA
"1498",1998,"HS",18,NA,NA,71138,28992,65985,33264,NA,NA
"1499",1998,"HS",19,NA,NA,79062,30825,71945,36852,NA,NA
"1500",1998,"HS",20,NA,NA,62174,31357,54451,38906,NA,NA
"1501",1998,"HS",21,NA,NA,89945,41297,83166,48043,NA,NA
"1502",1998,"HS",22,NA,NA,69138,31120,63001,37759,NA,NA
"1503",1998,"HS",23,NA,NA,46983,13432,43409,16919,NA,NA
"1504",1998,"HS",24,NA,NA,77177,48836,67567,57690,NA,NA
"1505",1998,"HS",25,NA,NA,58218,67095,53414,68768,NA,NA
"1506",1998,"HS",26,NA,NA,44666,37323,40712,39288,NA,NA
