"","year","chamber","District","Prez_Dem","Prez_Repub","Gub_Dem","Gub_Repub","US_Sen_Dem","US_Sen_Repub","US_Sen2_Dem","US_Sen2_Repub"
"374",1980,"SEN",14,79585,86192,NA,NA,103208,53966,NA,NA
"375",1980,"SEN",15,72715,113266,NA,NA,111003,74412,NA,NA
"376",1980,"SEN",16,60919,129549,NA,NA,99896,87767,NA,NA
"377",1980,"SEN",17,84149,129146,NA,NA,148861,77663,NA,NA
"378",1980,"SEN",18,76834,127560,NA,NA,128150,86406,NA,NA
"379",1980,"SEN",19,69252,170052,NA,NA,122855,125769,NA,NA
"380",1980,"SEN",20,65871,88867,NA,NA,98128,62153,NA,NA
"381",1980,"SEN",21,60582,125625,NA,NA,91649,98728,NA,NA
"382",1980,"SEN",22,101312,106389,NA,NA,154739,68505,NA,NA
"383",1980,"SEN",23,78898,64804,NA,NA,103669,45119,NA,NA
"384",1980,"SEN",24,47564,30622,NA,NA,55819,22103,NA,NA
"385",1980,"SEN",25,54120,135970,NA,NA,86578,105567,NA,NA
"386",1980,"SEN",26,58601,61840,NA,NA,77525,43151,NA,NA
"387",1980,"SEN",27,57335,121556,NA,NA,91726,93280,NA,NA
"388",1980,"SEN",28,72191,47558,NA,NA,83761,33821,NA,NA
"389",1980,"SEN",29,79193,18871,NA,NA,76307,14667,NA,NA
"390",1980,"SEN",30,113997,46657,NA,NA,126050,33881,NA,NA
"391",1980,"SEN",31,63831,94376,NA,NA,94169,68179,NA,NA
"392",1980,"SEN",32,65300,101695,NA,NA,96874,71781,NA,NA
"393",1980,"SEN",33,56743,122561,NA,NA,90997,88315,NA,NA
"394",1980,"SEN",34,74804,148504,NA,NA,121555,105232,NA,NA
"395",1980,"SEN",35,54491,179418,NA,NA,106282,130829,NA,NA
"396",1980,"SEN",36,75698,245334,NA,NA,153725,171606,NA,NA
"397",1980,"SEN",37,51950,119848,NA,NA,85820,87369,NA,NA
"398",1980,"SEN",38,89649,240622,NA,NA,173547,157374,NA,NA
"399",1980,"SEN",39,72348,151578,NA,NA,136463,90398,NA,NA
"400",1980,"SEN",40,61684,93835,NA,NA,94932,55686,NA,NA
"401",1980,"HS",1,47757,85074,NA,NA,79861,54298,NA,NA
"402",1980,"HS",2,50528,65838,NA,NA,77235,44749,NA,NA
"403",1980,"HS",3,45653,85649,NA,NA,63972,63716,NA,NA
"404",1980,"HS",4,51235,60502,NA,NA,75101,40938,NA,NA
"405",1980,"HS",5,48853,68148,NA,NA,69654,49447,NA,NA
"406",1980,"HS",6,51131,54552,NA,NA,68930,39170,NA,NA
"407",1980,"HS",7,51774,90144,NA,NA,76687,66684,NA,NA
"408",1980,"HS",8,50111,66747,NA,NA,78804,42272,NA,NA
"409",1980,"HS",9,49917,63483,NA,NA,86000,39525,NA,NA
"410",1980,"HS",10,48580,83369,NA,NA,85493,55284,NA,NA
"411",1980,"HS",11,51224,39555,NA,NA,68159,26088,NA,NA
"412",1980,"HS",12,58885,51256,NA,NA,88572,35601,NA,NA
"413",1980,"HS",13,47983,19512,NA,NA,55703,12341,NA,NA
"414",1980,"HS",14,45904,28264,NA,NA,55461,19433,NA,NA
"415",1980,"HS",15,38212,51301,NA,NA,59832,36422,NA,NA
"416",1980,"HS",16,40685,18278,NA,NA,54541,10325,NA,NA
"417",1980,"HS",17,50803,29568,NA,NA,72233,17237,NA,NA
"418",1980,"HS",18,45892,36644,NA,NA,66572,20816,NA,NA
"419",1980,"HS",19,38094,46637,NA,NA,57874,24131,NA,NA
"420",1980,"HS",20,39383,64513,NA,NA,76365,34519,NA,NA
"421",1980,"HS",21,41504,43217,NA,NA,67876,27057,NA,NA
"422",1980,"HS",22,33986,67691,NA,NA,65146,47629,NA,NA
"423",1980,"HS",23,36292,36366,NA,NA,53817,23511,NA,NA
"424",1980,"HS",24,42886,66635,NA,NA,73182,42599,NA,NA
"425",1980,"HS",25,39068,50397,NA,NA,61982,32318,NA,NA
"426",1980,"HS",26,37220,47812,NA,NA,51266,32454,NA,NA
"427",1980,"HS",27,41282,47519,NA,NA,52658,29577,NA,NA
"428",1980,"HS",28,48592,62597,NA,NA,81980,38070,NA,NA
"429",1980,"HS",29,35557,66549,NA,NA,66881,39593,NA,NA
"430",1980,"HS",30,38303,38673,NA,NA,50550,24389,NA,NA
"431",1980,"HS",31,41066,64375,NA,NA,63255,42914,NA,NA
"432",1980,"HS",32,31649,48891,NA,NA,47748,31498,NA,NA
"433",1980,"HS",33,32172,55869,NA,NA,52965,33131,NA,NA
"434",1980,"HS",34,28747,73680,NA,NA,46931,54636,NA,NA
"435",1980,"HS",35,38441,63913,NA,NA,69563,40534,NA,NA
"436",1980,"HS",36,38393,63647,NA,NA,58587,45872,NA,NA
"437",1980,"HS",37,30860,81312,NA,NA,53692,61175,NA,NA
"438",1980,"HS",38,38392,88740,NA,NA,69163,64594,NA,NA
"439",1980,"HS",39,31232,41749,NA,NA,45058,29440,NA,NA
"440",1980,"HS",40,34639,47118,NA,NA,53070,32713,NA,NA
"441",1980,"HS",41,24872,64012,NA,NA,40473,49268,NA,NA
"442",1980,"HS",42,35710,61613,NA,NA,51176,49460,NA,NA
"443",1980,"HS",43,50599,62729,NA,NA,83204,39153,NA,NA
"444",1980,"HS",44,50713,43660,NA,NA,71535,29352,NA,NA
"445",1980,"HS",45,50205,41079,NA,NA,68407,27468,NA,NA
"446",1980,"HS",46,28693,23725,NA,NA,35262,17651,NA,NA
"447",1980,"HS",47,38687,8702,NA,NA,36967,6970,NA,NA
"448",1980,"HS",48,40506,10169,NA,NA,39340,7697,NA,NA
"449",1980,"HS",49,62313,25366,NA,NA,70126,17828,NA,NA
"450",1980,"HS",50,51684,21291,NA,NA,55924,16053,NA,NA
"451",1980,"HS",51,28760,75789,NA,NA,51434,58038,NA,NA
"452",1980,"HS",52,28575,45767,NA,NA,40292,35242,NA,NA
"453",1980,"HS",53,33820,30202,NA,NA,41995,21444,NA,NA
"454",1980,"HS",54,38371,17356,NA,NA,41766,12377,NA,NA
"455",1980,"HS",55,26602,21308,NA,NA,32764,15955,NA,NA
"456",1980,"HS",56,20962,9314,NA,NA,23055,6148,NA,NA
"457",1980,"HS",57,31529,33860,NA,NA,40625,25083,NA,NA
"458",1980,"HS",58,32302,60516,NA,NA,53544,43096,NA,NA
"459",1980,"HS",59,35053,34853,NA,NA,45962,24100,NA,NA
"460",1980,"HS",60,23548,26987,NA,NA,31563,19051,NA,NA
"461",1980,"HS",61,25233,66198,NA,NA,40322,51322,NA,NA
"462",1980,"HS",62,28887,69772,NA,NA,46256,54245,NA,NA
"463",1980,"HS",63,29122,50870,NA,NA,43472,35759,NA,NA
"464",1980,"HS",64,27621,71685,NA,NA,47525,52556,NA,NA
"465",1980,"HS",65,28850,55926,NA,NA,45059,40632,NA,NA
"466",1980,"HS",66,36450,45769,NA,NA,51815,31149,NA,NA
"467",1980,"HS",67,39687,86471,NA,NA,63487,63533,NA,NA
"468",1980,"HS",68,35117,62033,NA,NA,58068,41699,NA,NA
"469",1980,"HS",69,26509,75710,NA,NA,49437,54636,NA,NA
"470",1980,"HS",70,27982,103708,NA,NA,56845,76193,NA,NA
"471",1980,"HS",71,27442,66508,NA,NA,46754,47772,NA,NA
"472",1980,"HS",72,24508,53340,NA,NA,39066,39597,NA,NA
"473",1980,"HS",73,34548,98761,NA,NA,66382,69600,NA,NA
"474",1980,"HS",74,41150,146573,NA,NA,87343,102006,NA,NA
"475",1980,"HS",75,39008,84639,NA,NA,64291,59445,NA,NA
"476",1980,"HS",76,50641,155983,NA,NA,109256,97929,NA,NA
"477",1980,"HS",77,36626,90568,NA,NA,73934,54898,NA,NA
"478",1980,"HS",78,35722,61010,NA,NA,62529,35500,NA,NA
"479",1980,"HS",79,31009,32192,NA,NA,41014,19373,NA,NA
"480",1980,"HS",80,30675,61643,NA,NA,53918,36313,NA,NA
"481",1982,"SEN",1,NA,NA,93156,138891,83777,141630,NA,NA
"482",1982,"SEN",2,NA,NA,105532,98442,92805,106531,NA,NA
"483",1982,"SEN",3,NA,NA,137007,78705,128289,85756,NA,NA
"484",1982,"SEN",4,NA,NA,110610,129920,95688,139089,NA,NA
"485",1982,"SEN",5,NA,NA,81230,126679,85750,117793,NA,NA
"486",1982,"SEN",6,NA,NA,118375,131542,123824,123678,NA,NA
"487",1982,"SEN",7,NA,NA,106566,105566,100331,108668,NA,NA
"488",1982,"SEN",8,NA,NA,113976,74344,113456,71291,NA,NA
"489",1982,"SEN",9,NA,NA,152429,74663,148811,76300,NA,NA
"490",1982,"SEN",10,NA,NA,89295,92195,88451,91102,NA,NA
"491",1982,"SEN",11,NA,NA,122627,119952,103432,133845,NA,NA
"492",1982,"SEN",12,NA,NA,82927,86557,74425,88878,NA,NA
"493",1982,"SEN",13,NA,NA,92578,64068,84604,69471,NA,NA
"494",1982,"SEN",14,NA,NA,83010,97057,70467,103170,NA,NA
"495",1982,"SEN",15,NA,NA,76674,102043,68854,106256,NA,NA
"496",1982,"SEN",16,NA,NA,81949,88577,70568,95129,NA,NA
"497",1982,"SEN",17,NA,NA,98107,80548,82654,92380,NA,NA
"498",1982,"SEN",18,NA,NA,107056,100792,93663,109850,NA,NA
"499",1982,"SEN",19,NA,NA,84885,133553,72468,141918,NA,NA
"500",1982,"SEN",20,NA,NA,84169,76178,82176,75972,NA,NA
"501",1982,"SEN",21,NA,NA,73160,136580,64392,142346,NA,NA
"502",1982,"SEN",22,NA,NA,143811,86010,135197,91285,NA,NA
"503",1982,"SEN",23,NA,NA,90807,55687,91547,53811,NA,NA
"504",1982,"SEN",24,NA,NA,49293,26874,51441,24982,NA,NA
"505",1982,"SEN",25,NA,NA,80190,124781,68663,131922,NA,NA
"506",1982,"SEN",26,NA,NA,71303,54733,72892,52464,NA,NA
"507",1982,"SEN",27,NA,NA,101812,13381,98388,13705,NA,NA
"508",1982,"SEN",28,NA,NA,138855,41683,134429,42800,NA,NA
"509",1982,"SEN",29,NA,NA,81259,129448,79466,128192,NA,NA
"510",1982,"SEN",30,NA,NA,75869,48903,76390,46258,NA,NA
"511",1982,"SEN",31,NA,NA,74237,131438,64880,136665,NA,NA
"512",1982,"SEN",32,NA,NA,66357,83692,58045,87004,NA,NA
"513",1982,"SEN",33,NA,NA,71927,101642,70581,99850,NA,NA
"514",1982,"SEN",34,NA,NA,79441,72747,74294,74462,NA,NA
"515",1982,"SEN",35,NA,NA,78731,142884,62608,152807,NA,NA
"516",1982,"SEN",36,NA,NA,86747,95479,75675,103084,NA,NA
"517",1982,"SEN",37,NA,NA,85756,155716,72580,163342,NA,NA
"518",1982,"SEN",38,NA,NA,97210,131221,79327,143711,NA,NA
"519",1982,"SEN",39,NA,NA,93505,118343,81698,123036,NA,NA
"520",1982,"SEN",40,NA,NA,80556,59776,74881,60929,NA,NA
"521",1982,"HS",1,NA,NA,45110,71577,39593,73414,NA,NA
"522",1982,"HS",2,NA,NA,62455,55368,52034,62771,NA,NA
"523",1982,"HS",3,NA,NA,44772,66799,39134,69730,NA,NA
"524",1982,"HS",4,NA,NA,51326,47213,48570,47771,NA,NA
"525",1982,"HS",5,NA,NA,49234,68028,48769,66736,NA,NA
"526",1982,"HS",6,NA,NA,57587,66359,60362,62218,NA,NA
"527",1982,"HS",7,NA,NA,51450,71959,49904,69566,NA,NA
"528",1982,"HS",8,NA,NA,56431,64885,48709,70309,NA,NA
"529",1982,"HS",9,NA,NA,67907,54998,57662,63849,NA,NA
"530",1982,"HS",10,NA,NA,51114,60851,53469,57271,NA,NA
"531",1982,"HS",11,NA,NA,57056,41358,56671,40361,NA,NA
"532",1982,"HS",12,NA,NA,89119,44708,85126,46630,NA,NA
"533",1982,"HS",13,NA,NA,63238,25183,65201,23055,NA,NA
"534",1982,"HS",14,NA,NA,52679,45273,55752,41313,NA,NA
"535",1982,"HS",15,NA,NA,46307,76860,36794,84753,NA,NA
"536",1982,"HS",16,NA,NA,58867,21695,60719,19534,NA,NA
"537",1982,"HS",17,NA,NA,76938,32887,75473,33119,NA,NA
"538",1982,"HS",18,NA,NA,41439,37682,38338,39827,NA,NA
"539",1982,"HS",19,NA,NA,52046,41698,51528,39779,NA,NA
"540",1982,"HS",20,NA,NA,57139,65611,49056,70733,NA,NA
"541",1982,"HS",21,NA,NA,59935,38470,53820,42742,NA,NA
"542",1982,"HS",22,NA,NA,54721,62304,43634,70900,NA,NA
"543",1982,"HS",23,NA,NA,45546,26394,43035,28028,NA,NA
"544",1982,"HS",24,NA,NA,46273,36989,40083,41345,NA,NA
"545",1982,"HS",25,NA,NA,38093,38748,31559,42868,NA,NA
"546",1982,"HS",26,NA,NA,35355,52020,39519,46493,NA,NA
"547",1982,"HS",27,NA,NA,35118,47485,33168,44769,NA,NA
"548",1982,"HS",28,NA,NA,62547,44794,53682,51900,NA,NA
"549",1982,"HS",29,NA,NA,44145,57684,34129,64746,NA,NA
"550",1982,"HS",30,NA,NA,32473,34198,29853,34589,NA,NA
"551",1982,"HS",31,NA,NA,41190,44554,39548,44603,NA,NA
"552",1982,"HS",32,NA,NA,38816,61346,32587,64936,NA,NA
"553",1982,"HS",33,NA,NA,38202,38131,32809,41627,NA,NA
"554",1982,"HS",34,NA,NA,38562,62019,31738,66014,NA,NA
"555",1982,"HS",35,NA,NA,57260,45370,50101,50499,NA,NA
"556",1982,"HS",36,NA,NA,46380,64155,39456,68464,NA,NA
"557",1982,"HS",37,NA,NA,37068,64384,31975,67249,NA,NA
"558",1982,"HS",38,NA,NA,45327,68179,39723,72117,NA,NA
"559",1982,"HS",39,NA,NA,39617,38740,38162,39006,NA,NA
"560",1982,"HS",40,NA,NA,50430,44155,49517,43903,NA,NA
"561",1982,"HS",41,NA,NA,39303,69324,35700,71837,NA,NA
"562",1982,"HS",42,NA,NA,44118,70517,39368,73787,NA,NA
"563",1982,"HS",43,NA,NA,74278,53670,68352,58131,NA,NA
"564",1982,"HS",44,NA,NA,77388,48713,72748,51536,NA,NA
"565",1982,"HS",45,NA,NA,61683,36791,62080,35665,NA,NA
"566",1982,"HS",46,NA,NA,28857,18927,29605,18094,NA,NA
"567",1982,"HS",47,NA,NA,46221,6115,44486,6225,NA,NA
"568",1982,"HS",48,NA,NA,53464,10114,52164,10073,NA,NA
"569",1982,"HS",49,NA,NA,81394,24573,77865,25961,NA,NA
"570",1982,"HS",50,NA,NA,67214,20378,65463,20496,NA,NA
"571",1982,"HS",51,NA,NA,43723,76718,39274,79727,NA,NA
"572",1982,"HS",52,NA,NA,35923,59214,32755,60639,NA,NA
"573",1982,"HS",53,NA,NA,41097,34478,40760,33999,NA,NA
"574",1982,"HS",54,NA,NA,45974,36366,46248,34540,NA,NA
"575",1982,"HS",55,NA,NA,35620,18489,35889,17887,NA,NA
"576",1982,"HS",56,NA,NA,21351,7461,22910,6321,NA,NA
"577",1982,"HS",57,NA,NA,35911,29527,37565,26800,NA,NA
"578",1982,"HS",58,NA,NA,45006,76331,44650,74266,NA,NA
"579",1982,"HS",59,NA,NA,42849,34444,44568,32388,NA,NA
"580",1982,"HS",60,NA,NA,31804,26003,31366,25950,NA,NA
"581",1982,"HS",61,NA,NA,39911,63204,33842,66981,NA,NA
"582",1982,"HS",62,NA,NA,40157,61687,35646,64415,NA,NA
"583",1982,"HS",63,NA,NA,34678,45055,35100,43738,NA,NA
"584",1982,"HS",64,NA,NA,39388,66398,32887,69709,NA,NA
"585",1982,"HS",65,NA,NA,34803,37191,31689,38851,NA,NA
"586",1982,"HS",66,NA,NA,44680,37284,42543,37387,NA,NA
"587",1982,"HS",67,NA,NA,35411,70534,28420,74704,NA,NA
"588",1982,"HS",68,NA,NA,44844,40059,39704,43551,NA,NA
"589",1982,"HS",69,NA,NA,41671,63809,33262,68859,NA,NA
"590",1982,"HS",70,NA,NA,42108,85262,33737,91402,NA,NA
"591",1982,"HS",71,NA,NA,37987,56310,34009,57627,NA,NA
"592",1982,"HS",72,NA,NA,30638,35229,26878,36608,NA,NA
"593",1982,"HS",73,NA,NA,45719,63304,40185,66975,NA,NA
"594",1982,"HS",74,NA,NA,35121,61607,27961,66465,NA,NA
"595",1982,"HS",75,NA,NA,49452,59461,40376,66047,NA,NA
"596",1982,"HS",76,NA,NA,41112,70621,33450,75358,NA,NA
"597",1982,"HS",77,NA,NA,46654,64777,40273,66650,NA,NA
"598",1982,"HS",78,NA,NA,54695,50772,50457,51759,NA,NA
"599",1982,"HS",79,NA,NA,41358,23638,38684,23897,NA,NA
"600",1982,"HS",80,NA,NA,34053,34569,30323,36751,NA,NA
"601",1984,"SEN",1,97214,176556,NA,NA,NA,NA,NA,NA
"602",1984,"SEN",2,122759,136653,NA,NA,NA,NA,NA,NA
"603",1984,"SEN",3,167420,108346,NA,NA,NA,NA,NA,NA
"604",1984,"SEN",4,115544,176281,NA,NA,NA,NA,NA,NA
"605",1984,"SEN",5,107669,149302,NA,NA,NA,NA,NA,NA
"606",1984,"SEN",6,126747,151569,NA,NA,NA,NA,NA,NA
"607",1984,"SEN",7,127436,147444,NA,NA,NA,NA,NA,NA
"608",1984,"SEN",8,137803,94269,NA,NA,NA,NA,NA,NA
"609",1984,"SEN",9,190180,85426,NA,NA,NA,NA,NA,NA
"610",1984,"SEN",10,105419,131869,NA,NA,NA,NA,NA,NA
"611",1984,"SEN",11,128562,167032,NA,NA,NA,NA,NA,NA
"612",1984,"SEN",12,89036,125379,NA,NA,NA,NA,NA,NA
"613",1984,"SEN",13,102948,107409,NA,NA,NA,NA,NA,NA
"614",1984,"SEN",14,92481,138092,NA,NA,NA,NA,NA,NA
"615",1984,"SEN",15,87183,133322,NA,NA,NA,NA,NA,NA
"616",1984,"SEN",16,78944,123348,NA,NA,NA,NA,NA,NA
"617",1984,"SEN",17,103982,120471,NA,NA,NA,NA,NA,NA
"618",1984,"SEN",18,94012,146833,NA,NA,NA,NA,NA,NA
"619",1984,"SEN",19,72327,194048,NA,NA,NA,NA,NA,NA
"620",1984,"SEN",20,86330,102623,NA,NA,NA,NA,NA,NA
"621",1984,"SEN",21,63988,181091,NA,NA,NA,NA,NA,NA
"622",1984,"SEN",22,139342,115275,NA,NA,NA,NA,NA,NA
"623",1984,"SEN",23,89217,73288,NA,NA,NA,NA,NA,NA
"624",1984,"SEN",24,49422,35048,NA,NA,NA,NA,NA,NA
"625",1984,"SEN",25,70822,180667,NA,NA,NA,NA,NA,NA
"626",1984,"SEN",26,65423,78074,NA,NA,NA,NA,NA,NA
"627",1984,"SEN",27,106379,21618,NA,NA,NA,NA,NA,NA
"628",1984,"SEN",28,131937,61713,NA,NA,NA,NA,NA,NA
"629",1984,"SEN",29,76582,165188,NA,NA,NA,NA,NA,NA
"630",1984,"SEN",30,81203,62995,NA,NA,NA,NA,NA,NA
"631",1984,"SEN",31,62534,195839,NA,NA,NA,NA,NA,NA
"632",1984,"SEN",32,56996,148885,NA,NA,NA,NA,NA,NA
"633",1984,"SEN",33,63887,137389,NA,NA,NA,NA,NA,NA
"634",1984,"SEN",34,81288,115533,NA,NA,NA,NA,NA,NA
"635",1984,"SEN",35,60137,200187,NA,NA,NA,NA,NA,NA
"636",1984,"SEN",36,87658,151107,NA,NA,NA,NA,NA,NA
"637",1984,"SEN",37,73728,200098,NA,NA,NA,NA,NA,NA
"638",1984,"SEN",38,88564,202769,NA,NA,NA,NA,NA,NA
"639",1984,"SEN",39,83903,184106,NA,NA,NA,NA,NA,NA
"640",1984,"SEN",40,79493,96673,NA,NA,NA,NA,NA,NA
"641",1984,"HS",1,50206,87012,NA,NA,NA,NA,NA,NA
"642",1984,"HS",2,68771,72664,NA,NA,NA,NA,NA,NA
"643",1984,"HS",3,45764,85207,NA,NA,NA,NA,NA,NA
"644",1984,"HS",4,60552,65458,NA,NA,NA,NA,NA,NA
"645",1984,"HS",5,51662,91245,NA,NA,NA,NA,NA,NA
"646",1984,"HS",6,61975,74831,NA,NA,NA,NA,NA,NA
"647",1984,"HS",7,56661,91203,NA,NA,NA,NA,NA,NA
"648",1984,"HS",8,62072,80898,NA,NA,NA,NA,NA,NA
"649",1984,"HS",9,74861,75714,NA,NA,NA,NA,NA,NA
"650",1984,"HS",10,59117,72813,NA,NA,NA,NA,NA,NA
"651",1984,"HS",11,72128,54832,NA,NA,NA,NA,NA,NA
"652",1984,"HS",12,110139,54827,NA,NA,NA,NA,NA,NA
"653",1984,"HS",13,83214,28846,NA,NA,NA,NA,NA,NA
"654",1984,"HS",14,65180,55980,NA,NA,NA,NA,NA,NA
"655",1984,"HS",15,47575,109975,NA,NA,NA,NA,NA,NA
"656",1984,"HS",16,77824,29090,NA,NA,NA,NA,NA,NA
"657",1984,"HS",17,96935,43751,NA,NA,NA,NA,NA,NA
"658",1984,"HS",18,44702,62071,NA,NA,NA,NA,NA,NA
"659",1984,"HS",19,61818,54257,NA,NA,NA,NA,NA,NA
"660",1984,"HS",20,61030,88023,NA,NA,NA,NA,NA,NA
"661",1984,"HS",21,69340,59088,NA,NA,NA,NA,NA,NA
"662",1984,"HS",22,52161,92880,NA,NA,NA,NA,NA,NA
"663",1984,"HS",23,51950,43860,NA,NA,NA,NA,NA,NA
"664",1984,"HS",24,48566,62479,NA,NA,NA,NA,NA,NA
"665",1984,"HS",25,37899,59548,NA,NA,NA,NA,NA,NA
"666",1984,"HS",26,47930,65172,NA,NA,NA,NA,NA,NA
"667",1984,"HS",27,40512,61413,NA,NA,NA,NA,NA,NA
"668",1984,"HS",28,69808,64491,NA,NA,NA,NA,NA,NA
"669",1984,"HS",29,41389,85815,NA,NA,NA,NA,NA,NA
"670",1984,"HS",30,40025,46892,NA,NA,NA,NA,NA,NA
"671",1984,"HS",31,51844,58216,NA,NA,NA,NA,NA,NA
"672",1984,"HS",32,40437,80660,NA,NA,NA,NA,NA,NA
"673",1984,"HS",33,34015,61569,NA,NA,NA,NA,NA,NA
"674",1984,"HS",34,35756,92037,NA,NA,NA,NA,NA,NA
"675",1984,"HS",35,52564,72192,NA,NA,NA,NA,NA,NA
"676",1984,"HS",36,39377,95390,NA,NA,NA,NA,NA,NA
"677",1984,"HS",37,34742,100393,NA,NA,NA,NA,NA,NA
"678",1984,"HS",38,41335,94528,NA,NA,NA,NA,NA,NA
"679",1984,"HS",39,39363,54424,NA,NA,NA,NA,NA,NA
"680",1984,"HS",40,51883,59854,NA,NA,NA,NA,NA,NA
"681",1984,"HS",41,41798,82220,NA,NA,NA,NA,NA,NA
"682",1984,"HS",42,34821,87233,NA,NA,NA,NA,NA,NA
"683",1984,"HS",43,72537,75084,NA,NA,NA,NA,NA,NA
"684",1984,"HS",44,77641,62654,NA,NA,NA,NA,NA,NA
"685",1984,"HS",45,65588,52051,NA,NA,NA,NA,NA,NA
"686",1984,"HS",46,27790,22268,NA,NA,NA,NA,NA,NA
"687",1984,"HS",47,45720,10652,NA,NA,NA,NA,NA,NA
"688",1984,"HS",48,57570,14981,NA,NA,NA,NA,NA,NA
"689",1984,"HS",49,79386,36620,NA,NA,NA,NA,NA,NA
"690",1984,"HS",50,67790,29062,NA,NA,NA,NA,NA,NA
"691",1984,"HS",51,38697,104082,NA,NA,NA,NA,NA,NA
"692",1984,"HS",52,31372,83794,NA,NA,NA,NA,NA,NA
"693",1984,"HS",53,39645,51326,NA,NA,NA,NA,NA,NA
"694",1984,"HS",54,48333,48978,NA,NA,NA,NA,NA,NA
"695",1984,"HS",55,39601,27412,NA,NA,NA,NA,NA,NA
"696",1984,"HS",56,23367,11717,NA,NA,NA,NA,NA,NA
"697",1984,"HS",57,38953,40209,NA,NA,NA,NA,NA,NA
"698",1984,"HS",58,44066,95980,NA,NA,NA,NA,NA,NA
"699",1984,"HS",59,42119,47699,NA,NA,NA,NA,NA,NA
"700",1984,"HS",60,29324,40479,NA,NA,NA,NA,NA,NA
"701",1984,"HS",61,38385,86735,NA,NA,NA,NA,NA,NA
"702",1984,"HS",62,36698,87789,NA,NA,NA,NA,NA,NA
"703",1984,"HS",63,33458,66033,NA,NA,NA,NA,NA,NA
"704",1984,"HS",64,30627,98897,NA,NA,NA,NA,NA,NA
"705",1984,"HS",65,31815,76530,NA,NA,NA,NA,NA,NA
"706",1984,"HS",66,46818,49901,NA,NA,NA,NA,NA,NA
"707",1984,"HS",67,27006,103916,NA,NA,NA,NA,NA,NA
"708",1984,"HS",68,46638,65107,NA,NA,NA,NA,NA,NA
"709",1984,"HS",69,33503,104786,NA,NA,NA,NA,NA,NA
"710",1984,"HS",70,37095,124023,NA,NA,NA,NA,NA,NA
"711",1984,"HS",71,32486,92059,NA,NA,NA,NA,NA,NA
"712",1984,"HS",72,24662,51198,NA,NA,NA,NA,NA,NA
"713",1984,"HS",73,45139,91972,NA,NA,NA,NA,NA,NA
"714",1984,"HS",74,31925,90887,NA,NA,NA,NA,NA,NA
"715",1984,"HS",75,45535,99559,NA,NA,NA,NA,NA,NA
"716",1984,"HS",76,35763,103056,NA,NA,NA,NA,NA,NA
"717",1984,"HS",77,39642,93460,NA,NA,NA,NA,NA,NA
"718",1984,"HS",78,53542,77123,NA,NA,NA,NA,NA,NA
"719",1984,"HS",79,42480,38272,NA,NA,NA,NA,NA,NA
"720",1984,"HS",80,29954,50842,NA,NA,NA,NA,NA,NA
"721",1986,"SEN",1,NA,NA,57976,170596,96008,126974,NA,NA
"722",1986,"SEN",2,NA,NA,80664,123222,112300,89542,NA,NA
"723",1986,"SEN",3,NA,NA,114496,97968,148227,68122,NA,NA
"724",1986,"SEN",4,NA,NA,71352,166986,110410,125005,NA,NA
"725",1986,"SEN",5,NA,NA,60547,146215,96827,106823,NA,NA
"726",1986,"SEN",6,NA,NA,73492,154627,119605,106047,NA,NA
"727",1986,"SEN",7,NA,NA,78725,134897,113280,99631,NA,NA
"728",1986,"SEN",8,NA,NA,88666,88658,120331,57219,NA,NA
"729",1986,"SEN",9,NA,NA,127178,84567,153776,59782,NA,NA
"730",1986,"SEN",10,NA,NA,62659,114196,94955,81468,NA,NA
"731",1986,"SEN",11,NA,NA,78958,144848,109429,113215,NA,NA
"732",1986,"SEN",12,NA,NA,54519,107360,80167,79786,NA,NA
"733",1986,"SEN",13,NA,NA,61488,80608,81746,59885,NA,NA
"734",1986,"SEN",14,NA,NA,56104,118006,74826,93264,NA,NA
"735",1986,"SEN",15,NA,NA,49058,121194,72267,94016,NA,NA
"736",1986,"SEN",16,NA,NA,63080,110436,76761,93369,NA,NA
"737",1986,"SEN",17,NA,NA,69302,101930,92208,77473,NA,NA
"738",1986,"SEN",18,NA,NA,73030,113728,92902,91564,NA,NA
"739",1986,"SEN",19,NA,NA,64555,167130,88084,139762,NA,NA
"740",1986,"SEN",20,NA,NA,72125,84172,90176,64485,NA,NA
"741",1986,"SEN",21,NA,NA,58121,159165,76214,137219,NA,NA
"742",1986,"SEN",22,NA,NA,116750,107801,148287,77349,NA,NA
"743",1986,"SEN",23,NA,NA,80379,65535,93943,50938,NA,NA
"744",1986,"SEN",24,NA,NA,40659,28545,46300,22183,NA,NA
"745",1986,"SEN",25,NA,NA,59732,144101,75022,123985,NA,NA
"746",1986,"SEN",26,NA,NA,55612,61403,66118,48982,NA,NA
"747",1986,"SEN",27,NA,NA,86764,13695,84464,11242,NA,NA
"748",1986,"SEN",28,NA,NA,116807,47997,121333,39198,NA,NA
"749",1986,"SEN",29,NA,NA,65109,151358,90505,122067,NA,NA
"750",1986,"SEN",30,NA,NA,67702,48677,76370,37181,NA,NA
"751",1986,"SEN",31,NA,NA,56381,155950,73380,133724,NA,NA
"752",1986,"SEN",32,NA,NA,47028,102731,58019,87094,NA,NA
"753",1986,"SEN",33,NA,NA,53068,105243,70537,83613,NA,NA
"754",1986,"SEN",34,NA,NA,60738,83067,72154,67339,NA,NA
"755",1986,"SEN",35,NA,NA,50587,144032,65521,123305,NA,NA
